"WWTP","Date","copiesperL","flow_rate_value"
"Upper Brays",2021-03-19,22521.720963284,10.33
"Upper Brays",2021-03-20,22669.3174105414,10.33
"Upper Brays",2021-03-21,22889.3833845334,10.33
"Upper Brays",2021-03-22,23178.5398302909,10.33
"Upper Brays",2021-03-23,23533.7932310574,10.33
"Upper Brays",2021-03-24,23952.4103531505,10.33
"Upper Brays",2021-03-25,24431.8010595665,10.33
"Upper Brays",2021-03-26,24969.4095882097,10.33
"Upper Brays",2021-03-27,25562.6064218948,10.33
"Upper Brays",2021-03-28,26208.5867717217,10.33
"Upper Brays",2021-03-29,26904.271900473,10.33
"Upper Brays",2021-03-30,27646.2100519398,10.33
"Upper Brays",2021-03-31,28430.482051146,10.33
"Upper Brays",2021-04-01,29252.6128481083,10.33
"Upper Brays",2021-04-02,30107.4832496003,10.33
"Upper Brays",2021-04-03,30989.2562655033,10.33
"Upper Brays",2021-04-04,31891.3059077031,10.33
"Upper Brays",2021-04-05,32806.1648894969,10.33
"Upper Brays",2021-04-06,33725.4826319713,10.33
"Upper Brays",2021-04-07,34640.0087784566,10.33
"Upper Brays",2021-04-08,35539.5924643048,10.33
"Upper Brays",2021-04-09,36413.2215395473,10.33
"Upper Brays",2021-04-10,37249.0759389569,10.33
"Upper Brays",2021-04-11,38034.6297897364,10.33
"Upper Brays",2021-04-12,38756.78318445,10.33
"Upper Brays",2021-04-13,39402.0341796484,10.33
"Upper Brays",2021-04-14,39956.6890047332,10.33
"Upper Brays",2021-04-15,40407.1140462876,10.33
"Upper Brays",2021-04-16,40740.0177051878,10.33
"Upper Brays",2021-04-17,40942.7645048686,10.33
"Upper Brays",2021-04-18,41003.7185074941,10.33
"Upper Brays",2021-04-19,40913.2060772038,10.33
"Upper Brays",2021-04-20,40672.3628542364,10.33
"Upper Brays",2021-04-21,40290.9357021723,10.33
"Upper Brays",2021-04-22,39780.0837759855,10.33
"Upper Brays",2021-04-23,39151.8937480673,10.33
"Upper Brays",2020-12-24,110087.288099423,10.33
"Upper Brays",2020-12-25,112071.063553439,10.33
"Upper Brays",2020-12-26,114128.188348552,10.33
"Upper Brays",2020-12-27,116261.420091535,10.33
"Upper Brays",2020-12-28,118473.651299459,10.33
"Upper Brays",2020-12-29,120767.90524621,10.33
"Upper Brays",2020-12-30,123147.347925421,10.33
"Upper Brays",2020-12-31,125615.301017563,10.33
"Upper Brays",2021-01-01,128175.238259299,10.33
"Upper Brays",2021-01-02,130828.443166996,10.33
"Upper Brays",2021-01-03,133566.56385044,10.33
"Upper Brays",2021-01-04,136377.945432502,10.33
"Upper Brays",2021-01-05,139249.801064828,10.33
"Upper Brays",2021-01-06,142168.160252091,10.33
"Upper Brays",2021-01-07,145117.802534439,10.33
"Upper Brays",2021-01-08,148082.212092924,10.33
"Upper Brays",2021-01-09,151043.553143848,10.33
"Upper Brays",2021-01-10,153982.676221552,10.33
"Upper Brays",2021-01-11,156879.130430526,10.33
"Upper Brays",2021-01-12,159711.200224907,10.33
"Upper Brays",2021-01-13,162455.991619059,10.33
"Upper Brays",2021-01-14,165089.519463421,10.33
"Upper Brays",2021-01-15,167586.855966205,10.33
"Upper Brays",2021-01-16,169922.286512164,10.33
"Upper Brays",2021-01-17,172069.518491188,10.33
"Upper Brays",2021-01-18,174001.905148917,10.33
"Upper Brays",2021-01-19,175692.730903898,10.33
"Upper Brays",2021-01-20,177115.501596258,10.33
"Upper Brays",2021-01-21,178244.280619793,10.33
"Upper Brays",2021-01-22,179054.047812932,10.33
"Upper Brays",2021-01-23,179521.080455385,10.33
"Upper Brays",2021-01-24,179623.358943634,10.33
"Upper Brays",2021-01-25,179340.948943729,10.33
"Upper Brays",2021-01-26,178656.434915441,10.33
"Upper Brays",2021-01-27,177555.321646046,10.33
"Upper Brays",2021-01-28,176026.402554681,10.33
"Upper Brays",2021-01-29,174062.121871669,10.33
"Upper Brays",2021-01-30,171658.907189759,10.33
"Upper Brays",2021-01-31,168817.425693921,10.33
"Upper Brays",2021-02-01,165542.817838448,10.33
"Upper Brays",2021-02-02,161844.819798004,10.33
"Upper Brays",2021-02-03,157737.848691967,10.33
"Upper Brays",2021-02-04,153240.988010794,10.33
"Upper Brays",2021-02-05,148377.877180197,10.33
"Upper Brays",2021-02-06,143176.586267729,10.33
"Upper Brays",2021-02-07,137682.303512779,10.33
"Upper Brays",2021-02-08,131969.652585709,10.33
"Upper Brays",2021-02-09,126112.699889906,10.33
"Upper Brays",2021-02-10,120179.765815559,10.33
"Upper Brays",2021-02-11,114232.753005752,10.33
"Upper Brays",2021-06-13,14262.20660419,10.33
"Upper Brays",2021-06-14,14706.6796822398,10.33
"Upper Brays",2021-06-15,15204.3193674839,10.33
"Upper Brays",2021-06-16,15759.5010467996,10.33
"Upper Brays",2021-06-17,16377.2045515289,10.33
"Upper Brays",2021-06-18,17063.0873250548,10.33
"Upper Brays",2021-06-19,17823.5698889331,10.33
"Upper Brays",2021-06-20,18665.932603603,10.33
"Upper Brays",2021-06-21,19598.4327669769,10.33
"Upper Brays",2021-06-22,20630.4315836553,10.33
"Upper Brays",2021-06-23,21772.5513453451,10.33
"Upper Brays",2021-06-24,23036.8488813414,10.33
"Upper Brays",2021-06-25,24437.0199513652,10.33
"Upper Brays",2021-06-26,25988.6406092076,10.33
"Upper Brays",2021-06-27,27708.4475250329,10.33
"Upper Brays",2021-06-28,29611.1513031779,10.33
"Upper Brays",2021-06-29,31711.6239951292,10.33
"Upper Brays",2021-06-30,34025.7254497467,10.33
"Upper Brays",2021-07-01,36570.2267717719,10.33
"Upper Brays",2021-07-02,39362.7002831748,10.33
"Upper Brays",2021-07-03,42421.3742429462,10.33
"Upper Brays",2021-07-04,45764.9301035824,10.33
"Upper Brays",2021-07-05,49412.262896405,10.33
"Upper Brays",2021-07-06,53382.1637807348,10.33
"Upper Brays",2021-07-07,57692.946971297,10.33
"Upper Brays",2021-07-08,62361.9983468133,10.33
"Upper Brays",2021-07-09,67405.2452832888,10.33
"Upper Brays",2021-07-10,72836.5511285982,10.33
"Upper Brays",2021-07-11,78667.0171947741,10.33
"Upper Brays",2021-07-12,84904.2174304761,10.33
"Upper Brays",2021-07-13,91551.3438212217,10.33
"Upper Brays",2021-07-14,98606.311422947,10.33
"Upper Brays",2021-07-15,106060.786517899,10.33
"Upper Brays",2021-07-16,113899.218277603,10.33
"Upper Brays",2021-07-17,122097.863159783,10.33
"Upper Brays",2021-07-18,130623.826966711,10.33
"Upper Brays",2021-07-19,139434.233433692,10.33
"Upper Brays",2021-07-20,148475.468184973,10.33
"Upper Brays",2021-07-21,157682.654850182,10.33
"Upper Brays",2021-07-22,166979.31818773,10.33
"Upper Brays",2021-07-23,176277.394778883,10.33
"Upper Brays",2021-07-24,185477.555467248,10.33
"Upper Brays",2021-07-25,194469.963821005,10.33
"Upper Brays",2021-07-26,203135.474731612,10.33
"Upper Brays",2021-07-27,211347.382434863,10.33
"Upper Brays",2021-07-28,218992.294224863,10.33
"Upper Brays",2021-07-29,225999.575500422,10.33
"Upper Brays",2021-07-30,232311.357930979,10.33
"Upper Brays",2021-07-31,237878.117744644,10.33
"Upper Brays",2021-08-01,242659.318410841,10.33
"Upper Brays",2021-08-02,246623.861494818,10.33
"Upper Brays",2021-08-03,249750.308529049,10.33
"Upper Brays",2021-08-04,252026.961445972,10.33
"Upper Brays",2021-08-05,253451.696995286,10.33
"Upper Brays",2021-08-06,254031.658380437,10.33
"Upper Brays",2021-08-07,253782.746668863,10.33
"Upper Brays",2021-08-08,252729.060785302,10.33
"Upper Brays",2021-08-09,250902.0983344,10.33
"Upper Brays",2021-08-10,248339.980912314,10.33
"Upper Brays",2021-08-11,245086.507652048,10.33
"Upper Brays",2021-08-12,241190.28094856,10.33
"Upper Brays",2021-08-13,236703.687360685,10.33
"Upper Brays",2021-08-14,231681.98389679,10.33
"Upper Brays",2021-08-15,226182.361142127,10.33
"Upper Brays",2021-08-16,220263.042272942,10.33
"Upper Brays",2021-08-17,213982.448877459,10.33
"Upper Brays",2021-08-18,207398.443817987,10.33
"Upper Brays",2021-08-19,200567.63955767,10.33
"Upper Brays",2021-08-20,193544.775869504,10.33
"Upper Brays",2021-08-21,186382.217034906,10.33
"Upper Brays",2021-08-22,179129.495766907,10.33
"Upper Brays",2021-04-24,38419.0784570618,10.33
"Upper Brays",2021-04-25,37594.6930603122,10.33
"Upper Brays",2021-04-26,36691.8756841827,10.33
"Upper Brays",2021-04-27,35723.6160821984,10.33
"Upper Brays",2021-04-28,34702.5487833122,10.33
"Upper Brays",2021-04-29,33640.7874785772,10.33
"Upper Brays",2021-04-30,32549.7826856681,10.33
"Upper Brays",2021-05-01,31440.2168936564,10.33
"Upper Brays",2021-05-02,30321.9287844089,10.33
"Upper Brays",2021-05-03,29203.8637380416,10.33
"Upper Brays",2021-05-04,28094.0488607046,10.33
"Upper Brays",2021-05-05,26999.595230718,10.33
"Upper Brays",2021-05-06,25926.7096084624,10.33
"Upper Brays",2021-05-07,24880.7302869673,10.33
"Upper Brays",2021-05-08,23866.1723961174,10.33
"Upper Brays",2021-05-09,22886.7799178088,10.33
"Upper Brays",2021-05-10,21945.5880899661,10.33
"Upper Brays",2021-05-11,21044.9895001446,10.33
"Upper Brays",2021-05-12,20186.8015393624,10.33
"Upper Brays",2021-05-13,19372.3346806142,10.33
"Upper Brays",2021-05-14,18602.4614579141,10.33
"Upper Brays",2021-05-15,17877.6818116524,10.33
"Upper Brays",2021-05-16,17198.1876564805,10.33
"Upper Brays",2021-05-17,16563.9226359624,10.33
"Upper Brays",2021-05-18,15974.6401324846,10.33
"Upper Brays",2021-05-19,15429.9562050551,10.33
"Upper Brays",2021-05-20,14929.4010057589,10.33
"Upper Brays",2021-05-21,14472.4641820748,10.33
"Upper Brays",2021-05-22,14058.6410786791,10.33
"Upper Brays",2021-05-23,13687.4745099964,10.33
"Upper Brays",2021-05-24,13358.5937727782,10.33
"Upper Brays",2021-05-25,13071.5522556006,10.33
"Upper Brays",2021-05-26,12824.6025123436,10.33
"Upper Brays",2021-05-27,12615.6544062778,10.33
"Upper Brays",2021-05-28,12442.9539371897,10.33
"Upper Brays",2021-05-29,12305.0596521094,10.33
"Upper Brays",2021-05-30,12200.8245911801,10.33
"Upper Brays",2021-05-31,12129.3791949193,10.33
"Upper Brays",2021-06-01,12090.1192191144,10.33
"Upper Brays",2021-06-02,12082.6983539273,10.33
"Upper Brays",2021-06-03,12107.0212144976,10.33
"Upper Brays",2021-06-04,12163.2438441981,10.33
"Upper Brays",2021-06-05,12251.7730500176,10.33
"Upper Brays",2021-06-06,12373.2735195428,10.33
"Upper Brays",2021-06-07,12528.6738412592,10.33
"Upper Brays",2021-06-08,12719.1805847275,10.33
"Upper Brays",2021-06-09,12946.291559437,10.33
"Upper Brays",2021-06-10,13211.8177258083,10.33
"Upper Brays",2021-06-11,13517.9051053376,10.33
"Upper Brays",2021-06-12,13867.064749335,10.33
"Upper Brays",2021-09-01,110165.018927474,10.33
"Upper Brays",2021-09-02,104261.942839675,10.33
"Upper Brays",2021-09-03,98614.5899923982,10.33
"Upper Brays",2021-09-04,93229.6885536673,10.33
"Upper Brays",2021-09-05,88110.8667437063,10.33
"Upper Brays",2021-09-06,83259.0312505342,10.33
"Upper Brays",2021-09-07,78672.7522170975,10.33
"Upper Brays",2021-09-08,74348.6168329635,10.33
"Upper Brays",2021-09-09,70281.5746754975,10.33
"Upper Brays",2021-09-10,66465.2378751109,10.33
"Upper Brays",2021-09-11,62892.1734374987,10.33
"Upper Brays",2021-09-12,59554.1558890425,10.33
"Upper Brays",2021-09-13,56442.3949568546,10.33
"Upper Brays",2021-09-14,53547.7396783158,10.33
"Upper Brays",2021-09-15,50860.8569633607,10.33
"Upper Brays",2021-09-16,48372.384176026,10.33
"Upper Brays",2021-09-17,46073.0595736749,10.33
"Upper Brays",2021-09-18,43953.8400474091,10.33
"Upper Brays",2021-09-19,42005.9937486835,10.33
"Upper Brays",2021-09-20,40221.184234425,10.33
"Upper Brays",2021-09-21,38591.5341275632,10.33
"Upper Brays",2021-09-22,37109.6880319802,10.33
"Upper Brays",2021-09-23,35768.8587286294,10.33
"Upper Brays",2021-09-24,34562.8760127042,10.33
"Upper Brays",2021-09-25,33486.219787001,10.33
"Upper Brays",2021-09-26,32534.062257511,10.33
"Upper Brays",2021-09-27,31702.3059860794,10.33
"Upper Brays",2021-09-28,30987.6236969671,10.33
"Upper Brays",2021-09-29,30387.1166765282,10.33
"Upper Brays",2021-08-25,157276.82864889,10.33
"Upper Brays",2021-08-26,150092.113605101,10.33
"Upper Brays",2021-08-23,171832.996430084,10.33
"Upper Brays",2021-08-24,164535.66219039,10.33
"Upper Brays",2021-08-29,129286.218639298,10.33
"Upper Brays",2021-08-30,122693.451385757,10.33
"Upper Brays",2021-08-27,143013.36105012,10.33
"Upper Brays",2021-08-28,136068.771386148,10.33
"Upper Brays",2021-08-31,116313.569388935,10.33
"West District",2020-08-19,3094.27995689941,10.06
"West District",2020-08-20,3149.18471018883,10.06
"West District",2020-07-21,9323.3265184335,10.06
"West District",2020-07-22,8598.34098965487,10.06
"West District",2020-07-23,7945.61584987416,10.06
"West District",2020-07-24,7358.0696456867,10.06
"West District",2020-07-25,6829.32804125111,10.06
"West District",2020-07-26,6353.66238844702,10.06
"West District",2020-07-27,5925.93228047505,10.06
"West District",2020-07-28,5541.53338774811,10.06
"West District",2020-07-29,5196.34831204043,10.06
"West District",2020-07-30,4886.70265754317,10.06
"West District",2020-07-31,4609.32407903643,10.06
"West District",2020-08-01,4361.30605310257,10.06
"West District",2020-08-02,4140.0748617778,10.06
"West District",2020-08-03,3943.36033961413,10.06
"West District",2020-08-04,3769.16963921354,10.06
"West District",2020-08-05,3615.76481396259,10.06
"West District",2020-08-06,3481.64313418925,10.06
"West District",2020-08-07,3365.52060799511,10.06
"West District",2020-08-08,3266.31807516079,10.06
"West District",2020-08-09,3183.15109783829,10.06
"West District",2020-08-10,3115.32165687677,10.06
"West District",2020-08-11,3062.31297316079,10.06
"West District",2020-08-12,3023.55695738509,10.06
"West District",2020-08-13,2998.16261288429,10.06
"West District",2020-08-14,2985.36326292278,10.06
"West District",2020-08-15,2984.56240571216,10.06
"West District",2020-08-16,2995.31253662002,10.06
"West District",2020-08-17,3017.29736992847,10.06
"West District",2020-08-18,3050.31783619461,10.06
"West District",2020-09-28,17660.1799360435,10.06
"West District",2020-09-29,18364.2503316102,10.06
"West District",2020-08-21,3215.12020127227,10.06
"West District",2020-08-22,3292.25415319205,10.06
"West District",2020-08-23,3380.82774821331,10.06
"West District",2020-08-24,3481.15061809102,10.06
"West District",2020-08-25,3593.59536311942,10.06
"West District",2020-08-26,3718.59280113282,10.06
"West District",2020-08-27,3856.62741567483,10.06
"West District",2020-08-28,4008.23203017766,10.06
"West District",2020-08-29,4173.98279131082,10.06
"West District",2020-08-30,4354.4928742609,10.06
"West District",2020-08-31,4550.40617649481,10.06
"West District",2020-09-01,4762.38952391502,10.06
"West District",2020-09-02,4991.12359255291,10.06
"West District",2020-09-03,5237.29339852919,10.06
"West District",2020-09-04,5501.57685414204,10.06
"West District",2020-09-05,5784.63104737046,10.06
"West District",2020-09-06,6087.07782273366,10.06
"West District",2020-09-07,6409.48689942051,10.06
"West District",2020-09-08,6752.35713440071,10.06
"West District",2020-09-09,7116.09576870209,10.06
"West District",2020-09-10,7500.99583305367,10.06
"West District",2020-09-11,7907.21075090951,10.06
"West District",2020-09-12,8334.729205382,10.06
"West District",2020-09-13,8783.34505083406,10.06
"West District",2020-09-14,9252.629968693,10.06
"West District",2020-09-15,9741.90195044809,10.06
"West District",2020-09-16,10250.2083752995,10.06
"West District",2020-09-17,10776.8342707616,10.06
"West District",2020-09-18,11321.5848098992,10.06
"West District",2020-09-19,11884.2173008592,10.06
"West District",2020-09-20,12464.3927254789,10.06
"West District",2020-09-21,13061.6696086466,10.06
"West District",2020-09-22,13675.4974918532,10.06
"West District",2020-09-23,14305.211534539,10.06
"West District",2020-09-24,14950.0272478325,10.06
"West District",2020-09-25,15609.0357106398,10.06
"West District",2020-09-26,16281.1997357804,10.06
"West District",2020-09-27,16965.3492386947,10.06
"West District",2021-07-07,35909.3202526433,10.06
"West District",2021-07-08,38846.791461629,10.06
"West District",2021-07-09,42084.023476901,10.06
"West District",2021-07-10,45642.679711156,10.06
"West District",2021-07-11,49544.3841294831,10.06
"West District",2021-07-12,53810.2257695928,10.06
"West District",2021-07-13,58460.1458064089,10.06
"West District",2021-07-14,63512.2274454918,10.06
"West District",2021-07-15,68981.8447306086,10.06
"West District",2021-07-16,74880.7032038359,10.06
"West District",2021-07-17,81215.764021231,10.06
"West District",2021-07-18,87988.0502582775,10.06
"West District",2021-07-19,95191.3868655161,10.06
"West District",2021-07-20,102811.064114182,10.06
"West District",2021-07-21,110822.500305099,10.06
"West District",2021-07-22,119189.929859735,10.06
"West District",2021-07-23,127865.203513422,10.06
"West District",2021-07-24,136786.741558412,10.06
"West District",2021-07-25,145878.777177954,10.06
"West District",2021-07-26,155050.915259313,10.06
"West District",2021-07-27,164198.253796032,10.06
"West District",2021-07-28,173218.811395613,10.06
"West District",2021-07-29,182040.967165507,10.06
"West District",2021-07-30,190598.204098047,10.06
"West District",2021-07-31,198825.523315364,10.06
"West District",2021-08-01,206660.351726742,10.06
"West District",2021-08-02,214043.455810711,10.06
"West District",2021-08-03,220919.755653367,10.06
"West District",2021-08-04,227239.075750976,10.06
"West District",2021-08-05,232956.801177584,10.06
"West District",2021-08-06,238034.410801703,10.06
"West District",2021-08-07,242439.915631045,10.06
"West District",2021-08-08,246148.143285233,10.06
"West District",2021-08-09,249140.966107897,10.06
"West District",2021-08-10,251407.305938451,10.06
"West District",2021-08-11,252943.127581791,10.06
"West District",2021-08-12,253751.228910906,10.06
"West District",2021-08-13,253840.996619453,10.06
"West District",2021-08-14,253228.022896175,10.06
"West District",2021-08-15,251933.664768116,10.06
"West District",2021-08-16,249984.536047242,10.06
"West District",2021-08-17,247411.928338018,10.06
"West District",2021-08-18,244251.210196393,10.06
"West District",2021-08-19,240541.195002704,10.06
"West District",2021-08-20,236323.502283817,10.06
"West District",2021-08-21,231641.903044162,10.06
"West District",2021-08-22,226541.694268097,10.06
"West District",2021-08-23,221069.090341123,10.06
"West District",2021-08-24,215270.651017626,10.06
"West District",2021-08-25,209192.733192029,10.06
"West District",2021-08-26,202881.008109881,10.06
"West District",2021-08-27,196380.003849022,10.06
"West District",2021-08-28,189732.864788057,10.06
"West District",2021-08-29,182985.840083843,10.06
"West District",2021-08-30,176188.506506771,10.06
"West District",2021-08-31,169386.737851501,10.06
"West District",2021-09-01,162622.095967902,10.06
"West District",2021-09-02,155931.771995382,10.06
"West District",2021-09-03,149348.592551082,10.06
"West District",2021-09-04,142901.14684277,10.06
"West District",2021-09-05,136613.910891081,10.06
"West District",2021-09-06,130507.462074422,10.06
"West District",2021-09-07,124598.709486773,10.06
"West District",2021-09-08,118901.163445906,10.06
"West District",2021-09-09,113425.213184898,10.06
"West District",2021-09-10,108178.417543922,10.06
"West District",2021-09-11,103165.796184243,10.06
"West District",2021-09-12,98390.1231609373,10.06
"West District",2021-09-13,93852.2165926173,10.06
"West District",2021-09-14,89551.1926523276,10.06
"West District",2021-09-15,85484.745721936,10.06
"West District",2021-09-16,81649.371146751,10.06
"West District",2021-09-17,78040.6043988736,10.06
"West District",2021-09-18,74653.2181806069,10.06
"West District",2021-09-19,71481.4171843887,10.06
"West District",2021-09-20,68519.0076000414,10.06
"West District",2021-09-21,65759.5502403907,10.06
"West District",2021-09-22,63196.5011213169,10.06
"West District",2021-09-23,60823.3398979473,10.06
"West District",2021-09-24,58633.6707828033,10.06
"West District",2021-09-25,56621.331009922,10.06
"West District",2021-09-26,54780.4763261915,10.06
"West District",2021-09-27,53105.6677721072,10.06
"West District",2021-09-28,51591.9370713107,10.06
"West District",2020-09-30,19075.9815712928,10.06
"West District",2020-10-01,19793.6562709885,10.06
"West District",2020-10-02,20515.4210277691,10.06
"West District",2020-10-03,21239.2889932226,10.06
"West District",2020-10-04,21963.1432513488,10.06
"West District",2020-10-05,22684.7404292259,10.06
"West District",2020-10-06,23401.7208333986,10.06
"West District",2020-10-07,24111.6129866092,10.06
"West District",2020-10-08,24811.8458425202,10.06
"West District",2020-10-09,25499.7583129031,10.06
"West District",2020-10-10,26172.6124371819,10.06
"West District",2020-10-11,26827.6075255032,10.06
"West District",2020-10-12,27461.8963851779,10.06
"West District",2020-10-13,28072.6004301386,10.06
"West District",2020-10-14,28656.8311125152,10.06
